"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id","logpop"
"Sextonville","Sextonville","WI","Wisconsin",55103,"Richland",43.2797,-90.2922,437,192,"polygon",FALSE,FALSE,"America/Chicago",3,"53581 53556 53584",1840025442,6.07993319509559
"Abbeville","Abbeville","LA","Louisiana",22113,"Vermilion",29.975,-92.1265,19470,768,"polygon",FALSE,TRUE,"America/Chicago",3,"70510 70511",1840014005,9.87663009836625
"Titusville","Titusville","FL","Florida",12009,"Brevard",28.5727,-80.8193,57891,615,"polygon",FALSE,TRUE,"America/New_York",3,"32796 32780 32781",1840015962,10.9663172110645
"Garrison","Garrison","MT","Montana",30077,"Powell",46.5259,-112.8205,80,3,"polygon",FALSE,FALSE,"America/Denver",3,"59731",1840017353,4.38202663467388
"Banks","Banks","ID","Idaho",16015,"Boise",44.0777,-116.1278,6,1,"polygon",FALSE,FALSE,"America/Boise",3,"83602",1840023990,1.79175946922805
"Nashville","Nashville","TN","Tennessee",47037,"Davidson",36.1715,-86.7843,1081903,544,"polygon",FALSE,TRUE,"America/Chicago",1,"37027 37138 37076 37072 37205 37201 37206 37240 37243 37246 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37209 37208 37204 37207 37203 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37232 37234 37235 37236 37238 37241 37242 37244 37250",1840036155,13.8942320855713
"New Orleans","New Orleans","LA","Louisiana",22071,"Orleans",30.0687,-89.9288,1020886,889,"polygon",FALSE,TRUE,"America/Chicago",1,"70139 70130 70131 70114 70115 70116 70117 70112 70113 70118 70119 70129 70128 70125 70124 70127 70126 70122 70163 70142 70145 70146 70148 70150 70151 70152 70153 70154 70156 70157 70158 70159 70160 70161 70162 70164 70165 70166 70167 70170 70172 70174 70175 70176 70177 70178 70179 70181 70182 70184 70185 70186 70187 70189 70190 70195",1840001839,13.8361814356729
"Homewood","Homewood","PA","Pennsylvania",42007,"Beaver",40.8133,-80.3294,105,239,"polygon",FALSE,TRUE,"America/New_York",3,"15010",1840003584,4.65396035015752
"Richmond","Richmond","VA","Virginia",51760,"Richmond",37.5295,-77.4756,1075798,1484,"polygon",FALSE,TRUE,"America/New_York",1,"23222 23223 23220 23221 23226 23227 23224 23225 23230 23235 23234 23219 23173 23218 23232 23249 23260 23261 23269 23274 23276 23278 23282 23284 23285 23286 23289 23290 23291 23292 23295 23298",1840001698,13.8885732697379
"Milford Mill","Milford Mill","MD","Maryland",24005,"Baltimore",39.3444,-76.7668,29926,1663,"polygon",FALSE,FALSE,"America/New_York",3,"21244",1840031493,10.3064829467434
"Bartlett","Bartlett","IA","Iowa",19071,"Fremont",40.8853,-95.7947,10,9,"polygon",FALSE,FALSE,"America/Chicago",3,"51654",1840024257,2.30258509299405
"Park Forest Village","Park Forest Village","PA","Pennsylvania",42027,"Centre",40.7996,-77.9084,10299,1599,"polygon",FALSE,FALSE,"America/New_York",3,"16803",1840035143,9.2398020821258
"Morland","Morland","KS","Kansas",20065,"Graham",39.349,-100.0743,146,117,"polygon",FALSE,TRUE,"America/Chicago",3,"67650",1840008478,4.98360662170834
"Lake of the Woods","Lake of the Woods","AZ","Arizona",4017,"Navajo",34.1547,-109.9936,3683,358,"polygon",FALSE,FALSE,"America/Phoenix",3,"85929",1840022579,8.21148291644507
"Elfin Cove","Elfin Cove","AK","Alaska",2105,"Hoonah-Angoon",58.1912,-136.3129,4,0,"polygon",FALSE,FALSE,"America/Juneau",3,"99825",1840023309,1.38629436111989
"Athelstan","Athelstan","IA","Iowa",19173,"Taylor",40.5727,-94.5426,4,11,"polygon",FALSE,FALSE,"America/Chicago",3,"50836",1840024259,1.38629436111989
"Corvallis","Corvallis","OR","Oregon",41003,"Benton",44.5697,-123.278,67467,1592,"polygon",FALSE,TRUE,"America/Los_Angeles",3,"97333 97331 97330 97339",1840018611,11.1193938684266
"Milledgeville","Milledgeville","IL","Illinois",17015,"Carroll",41.9637,-89.7748,952,532,"polygon",FALSE,TRUE,"America/Chicago",3,"61051",1840011240,6.85856503479136
"Omaha","Omaha","NE","Nebraska",31055,"Douglas",41.2627,-96.0522,847819,1309,"polygon",FALSE,TRUE,"America/Chicago",2,"68112 68117 68118 68107 68104 68105 68108 68178 68164 68122 68127 68124 68022 68111 68110 68114 68116 68137 68135 68132 68144 68134 68131 68130 68102 68106 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68182 68183 68197 68198",1840009315,13.6504224485955
"Cave","Cave","MO","Missouri",29113,"Lincoln",39.0214,-91.0483,5,2,"polygon",FALSE,TRUE,"America/Chicago",3,"63377 63379",1840009683,1.6094379124341
"Palmetto Estates","Palmetto Estates","FL","Florida",12086,"Miami-Dade",25.6211,-80.3616,15640,2797,"polygon",FALSE,FALSE,"America/New_York",2,"33157",1840029063,9.6575870140993
"Clear Lake","Clear Lake","WI","Wisconsin",55095,"Polk",45.2491,-92.2675,1103,163,"polygon",FALSE,TRUE,"America/Chicago",3,"54005",1840002053,7.0057890192535
"Gilbert","Gilbert","AR","Arkansas",5129,"Searcy",35.9905,-92.7166,26,27,"polygon",FALSE,TRUE,"America/Chicago",3,"72636 72675",1840016190,3.25809653802148
"Ozark","Ozark","AR","Arkansas",5047,"Franklin",35.4995,-93.8431,3595,178,"polygon",FALSE,TRUE,"America/Chicago",3,"72949 72820",1840014531,8.18729927015515
"Kerr","Kerr","MT","Montana",30047,"Lake",47.6771,-114.1874,73,30,"polygon",FALSE,FALSE,"America/Denver",3,"59860",1840032833,4.29045944114839
"Edinburg","Edinburg","TX","Texas",48215,"Hidalgo",26.3197,-98.1596,101170,873,"polygon",FALSE,TRUE,"America/Chicago",2,"78539 78542 78541 78540",1840021020,11.5245575491999
"South Haven","South Haven","MI","Michigan",26159,"Van Buren",42.4011,-86.2677,5719,491,"polygon",FALSE,TRUE,"America/Detroit",3,"49090",1840003178,8.65154924391532
"North Las Vegas","North Las Vegas","NV","Nevada",32003,"Clark",36.288,-115.0901,251974,992,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"89032 89031 89030 89086 89084 89085 89081 89115 89033 89087",1840020363,12.4370811865675
